feature	k149_101865_34	k149_103437_27	k149_106777_66	k149_107332_92	k149_110324_8	k149_110541_22	k149_112649_18	k149_115884_6	k149_116128_96	k149_117874_31	k149_118281_20	k149_122792_191	k149_130261_154	k149_130261_183	k149_130672_15	k149_131241_136	k149_134666_10	k149_137462_21	k149_145357_32	k149_148463_138	k149_148463_24	k149_154020_42	k149_1590_94	k149_163091_142	k149_163091_90	k149_163091_92	k149_16561_10	k149_168025_95	k149_168967_172	k149_17078_68	k149_191853_13	k149_198842_65	k149_211711_7	k149_212974_29	k149_218693_8	k149_25741_10	k149_277096_39	k149_28321_45	k149_29044_31	k149_305790_18	k149_34831_79	k149_43075_294	k149_43898_21	k149_43954_24	k149_44733_4	k149_45431_17	k149_45854_12	k149_49060_101	k149_49060_107	k149_49100_7	k149_49232_21	k149_49857_4	k149_54842_45	k149_59941_16	k149_63122_44	k149_6815_10	k149_69830_8	k149_7326_19	k149_74925_127	k149_78077_21	k149_78367_20	k149_78367_238	k149_78367_35	k149_85850_31	k149_85897_43	k149_91219_23	k149_99651_133	k149_99651_276
AUS1002	195	0	0	82.249	36.062	10.42	2	2.279	87	0	0	142	125	86.639	29	35	0	286.751	71	28	209.566	45	7.655	53	48	175	21.938	161	0	1.064	0	0	1.095	6.711	0	0	0	0	93	44.542	25.856	27.431	28.11	48	0	1	6.687	75	56.652	23.832	0	0	2.295	13.443	0	3.537	0	107.946	6.526	0	125	78.334	108	0	46	0	93.009	89
AUS1005	0	0	0	0	0	46.626	32.925	0	0	0	0	2.332	2.195	1.558	0	0	14	2.082	4.352	0	0	1	1	1	0	0	0	0	0	9.607	23	0	0	24.563	3	49	0	0	1	6.63	1	0	0	0	0	18	50.099	5.481	0	0	3.794	0	35.347	0	0	9.992	0	4.126	0	12	0	1.734	2.144	0	0	0	2.943	1
AUS1006	276	0	0	144.366	43.466	0	0	0	43.402	0	1.277	265.562	193	153	41.444	13.593	0	486	149	51	367.772	112.704	24.968	95	95	284	34.628	217.244	0	0	0	0	0	0	0	0	0	0	200.872	76.172	69.548	71.894	42.894	85.355	0	0	0	113	104.605	53.361	0	0	0	6.009	65	0	0	154	8.257	0	225	100.289	156.465	0	103.809	0	141.116	176.988
AUS1007	58.907	0	0	28.338	338.929	0	0	0	43.665	0	16.743	21.907	17.27	14.427	5.319	11	0	93.077	28.301	29.674	19.254	4.288	2.686	5.734	78.159	307.611	8.168	124.483	0	0	0	1.122	0	0	0	0	0	0	19.7	126.209	27.641	61.471	13.572	85.488	0	0	0	71.094	10.491	32.247	32.736	0	0	4.078	0	0	0	22.636	71.512	0	53.612	0.116	61.72	0	30.582	0	18.541	35.166
AUS1008	0	0	0	0	0	0	0	0	0	0	0	2	2.656	0	0	0	0	1	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	1	4.906	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
AUS1010	8.975	0	0	7.86	16.45	0	0	0	4.404	0	0	24.645	4.717	16.503	1.586	3.244	0	42.469	24.527	11.94	8.607	12.364	2.998	12.43	18	54	9.659	42	0	0	0	0	0	0	0	0	0	0	13.541	7.986	34.413	15.032	5.304	18	0	0	0	13.375	2	9.29	0	0	0	0	0	0	0	6	2.152	0	19.286	12.807	2.367	0	7.627	6	1.518	39.123
AUS1011	310.69	0	0	37.825	177.59	0	0	0	215.155	0	34.31	264.007	139.397	210.541	75.49	77.667	0	246.771	157.385	105.333	4.004	176.717	70.044	8.552	181.244	701.508	289.792	437.51	0	0	0	0	0	0	0	2	0	0	236.827	59.763	98.823	99.625	16.707	163.88	0	0	0	180.618	53.643	30.073	116.871	0	0	1.003	390.084	0	29.498	123.361	90.181	0	195.663	36.899	157.063	0	94.727	25.934	116.943	176.418
AUS1012	0	0	0	0	1.939	0	3	0	0	4	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	6	0	0	8	3.85	4	0	0	0	1	0	0	0	1	0	0	7.623	15.872	0	0	2.743	2.629	1.133	5.791	0	0	0	0	0	0	0	0	0	0	0	4	0	4.461	0
AUS1013	0	0	0	14.882	8.489	1.592	1	0	16.95	0	0	8.938	15.241	4.156	8.673	3	0	1.021	6.567	10.62	0	16.949	0	16	0	0	5.626	0	0	0	0	0	0	0	0	10	0	0	12.194	35.608	2.141	2.086	1.072	0	0	0	0	27.198	2.724	8.617	211.934	0	0	0	0	0	0	0	43.324	0	22.576	0	2.026	0	0	1.533	7.723	16.067
AUS1015	0	0	2.952	0	0	2	1	0	0	1	0	0	2	0	0	0	1.092	1	0	0	0	0	0	0	0	1	1	0	0	1	6	103.917	0	1.292	0	0	0	0	0	0	0	0	1	1	0	0	1.471	0	0	0	1.5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AUS1016	1.282	0	0	26.193	523.13	0	0	0	0	0	2.584	190.564	17.541	64.169	11.171	11.645	0	91.038	19.967	0	81.762	19.797	23.629	4.405	258.995	1054.79	41.309	0	0	0	0	0	0	0	0	0	0	0	12.098	5.511	3.33	39.023	14.036	287.387	0	0	0	229.623	1.138	221.185	636.509	0	0	8.612	8.814	0	0	1.211	0	0	40.342	315.295	13.92	0	12.19	9.904	4.815	11.327
AUS1017	2.276	0	0	0	0	0	0	71.025	3.847	6.707	0	6	1	0	1	2	0	4.525	3	1	8	2	0	2	0	0	3	7.567	0	0	0	0	4.287	2.706	0	6	0	0	4	0	2	0	4	0	2	0	0	0	2	0	0	2.489	0	0	0	4.632	1	0	0	0	0	3	1.182	0	0	0	2.928	2
AUS1021	169.691	11.553	1	107.705	68.06	1.308	1	0	52.977	0	14.362	174.469	113.548	0	10.502	14.27	1	55.33	89.456	29.109	3.144	169.713	89.36	29.959	133.851	560.876	213.583	0	0	1	2	0	0	4.211	0	0	5	2	61.003	181.019	88.654	363.187	110.49	151.487	0	1	0	79.328	19.982	214.967	278.21	0	0	13.065	112.345	1.556	107.94	36.876	1.069	3	183.864	52.872	36.273	2	138.819	26.563	144.493	206.943
AUS1022	219.503	0	0	127.078	135.051	0	0	0	18.749	0	16.178	244.534	141.291	73.158	32.458	30.358	0	245.591	112.782	45.266	180.894	126.741	60.095	67.706	150.567	484.331	176.279	72	0	0	0	0	0	0	0	0	0	0	109.524	75.521	27.955	250.587	94.155	126.646	0	0	0	149.747	72.394	149.889	375.756	0	0	13.027	98.304	0	12.201	113.052	1.915	0	145.034	101.288	113.265	0	154.336	33.713	110.935	223.335
AUS1023	2	0	0	1.384	0	0	0	0	0	0	0	3	2	3.551	1	0	0	10	1	0	8	3	0	0	1	9	1.48	0	0	0	0	0	0	0	2	0	0	0	5	1.572	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.565	0	6	0	0	6.461	0	3	0	0	0	0	1.521
AUS1024	0	53.113	0	1.245	0	0	0	0	3	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	2.226	0	0	0	0	0	0	0	0	0	0	5.269	3	7.034	0	0	0	0	1	0	3.413
AUS1027	0	13.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1028	11.136	0	0	4.868	2.074	36.56	26	0	1.804	0	0	26.106	11.528	4	1	7	0	18.148	7.401	0	6.831	13.813	1.059	2.525	8	20.469	19.867	8	0	3.881	0	0	0	0	0	0	0	0	10.822	3.405	9.468	20.303	11.542	2.385	0	20.071	29.427	7.389	5.832	11.69	5.412	0	17.649	5	3.161	0	2.536	8.242	0	0	11.515	8.241	14.851	0	12.544	2.153	6.205	17.911
AUS1029	91.146	0	0	225.474	239.013	0	0	0	152.486	0	4.855	393.166	205.949	215.282	80.63	205.083	0	331.671	211.279	161.248	62.439	290.142	91.347	103.089	238.743	683.327	325.277	436.906	0	0	0	0	0	0	0	0	0	0	288.613	177.73	144.204	177.336	30.166	249.691	0	0	0	513.496	40.254	144.409	317.97	0	0	25.115	212.973	0	0	108.376	495.387	0	202.084	26.999	125.499	0	172.592	71.114	181.443	298.775
AUS1032	0	0	0	2.07	0	0	0	0	3.501	0	0	0	0	0	0	1.491	0	0	0	0	0	0	0	0	0	0	2	0	3.887	0	0	0	0	0	0	8	0	0	0	4	0	1.141	0	0	0	0	0	3.14	0	0	16.407	0	0	0	3.423	0	0	0	5.473	0	0	0	1	0	0	0.569	0	0
AUS1033	7.475	0	0	5.136	6.057	0	0	0	0	10.833	2.491	10.469	3.446	19.103	6.439	9.478	0	4.122	0	7	0	8.725	1.316	4.033	19	50.473	20.107	0	0	0	0	25.499	0	0	0	0	0	0	6.244	6.201	1	24.409	4.813	6.346	0	0	0	8.271	4.112	16.362	62.039	0	0	1.037	4.956	0	0	1.11	0	0	0	0	10.678	0	6.873	2.525	10.812	8.526
AUS1034	0	0	0	0	0	1.559	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	1.307	2	0	4	2.343	2	1	0	0	0	0	0	0	0	0	0	1	6.717	0	0	0	0.679	1.021	3.033	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AUS1035	0	5.496	1.77	0	0	7.483	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.749	2	0	0	7.518	2	6	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0	0	6.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1036	21.87	0	0	29.102	25.842	1.187	1	0	9.396	0	0	45.339	12.809	44.181	3.94	0	0	62.274	33.678	9	31.635	16.797	5.308	25	0	0	1.434	40	0	0	0	0	0	0	1	11	0	0	39.88	41.604	18.967	11.51	23.371	0	3	2	0	15.581	23.272	4.405	22.456	0	1.006	2.32	7.164	0	0	11.28	20.568	0	35.697	17.814	23.58	0	14.364	0	14.71	37.996
AUS1040	17.815	0	1	5.613	35.478	1.302	2	0	8.202	0	0	12.501	0	9.212	0	11.109	0	1.479	19.562	42.955	0	1.533	0.572	57.441	0	1	18.172	0	0	0	0	0	0	0	2	13	0	0	14.676	15.346	15.411	57.559	7	0	0	3	3	43.901	0	20.944	2.655	0	0.137	0	0	2.485	0	29.484	138.749	0	12.667	0	0	0	30.514	9.341	8.851	0
AUS1041	2.302	14.516	0	35.2	9.834	8.671	9.87	1.177	4.189	0	0	11.433	11.104	6.795	1.279	4	4	1.098	10.969	17.898	4.545	30.776	11.644	27.168	0	0	4.472	0	0	5.056	19	18.287	0	6.895	0	1	0	0	15.479	31.911	5.106	7.242	3	0	0	10.796	40.408	28.398	5.865	5.148	101.084	1.194	4.224	0	0	1.686	0	1.305	69.874	6	41.435	0	3.217	0	0	4.312	15.88	10.406
AUS1044	0	0	0	0	1	9.196	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5.387	0	0	0	0	0	0	0	0	0	0	3.37	5	7.554	0	0	0	0	0	0	0	0	1.036	0	1.781	0	0	0	0	0	0	0	0	0	0
AUS1045	0	0	0	9.138	14.713	0	0	0	14.106	0	0	3.695	11.01	2.726	5.566	0	0	5.284	7.948	13.742	0	20.219	0	38	0	5	9.028	2.17	0	0	0	0	0	0	0	0	0	0	11.925	52.12	8.437	5.712	0	1	0	1	0	28.194	7.537	9.782	261.816	0	0	0	0	0	0	0	62.277	0	16.94	0	3.813	0	1.391	9.871	4.265	13.986
AUS1046	0	9.289	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2.115	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.418	1.212	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
AUS1047	0	1	0	0	0	9.438	2	0	0	2.418	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.609	0	3.262	3.254	6.129	13.922	17	5	3	0	0	0	0	0	0	1	8	7.868	0	0	0	0	1.088	0.659	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
AUS1048	0	13.329	0	0	0	1	0	1.093	0	11.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10.714	0	0	2	6	0	0	0	0	0	0	0	0	1	2	2.123	0	0	0	0	0	2.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1049	4.936	0	12.267	1.108	0	1.256	1.471	0	0	0	0	0	0	1.121	0	8.093	9	0	0	0	0	1.55	2.378	2.77	0	0	0	1	0	1	26.372	11.198	1	0	0	0	0	0	1.017	1.481	3	1	1	2	1	0	0	7.01	0	1.331	5.684	0	4.718	0	4	0	0	0	11.711	4	5.807	0	0	0	2.416	0	6.195	1.701
AUS1055	13.123	0	0	0	33.788	0	0	0	20.786	0	11.141	40.679	26.87	0	16.832	24.93	0	0	12.309	10.551	0	36.618	18.32	26.782	38.404	117.049	49.105	0	0	0	0	0	0	0	0	0	0	0	7.558	13.844	0	66.165	25.495	31.462	0	0	0	5.867	1.641	37.079	86.644	0	0	5.081	30.493	1.102	0	13.842	0	0	1.741	5.741	3.504	0	37.533	15.08	21.624	42.946
AUS1057	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9.724	0	0	0	25	0	0	0	0	2	2	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AUS1059	14	36.976	3.151	2.007	2.238	4.953	3	2.486	4	8.143	0.296	12.229	3.484	12.385	0	0	0	1.93	9	3	1	6	1.658	2	2.247	26	6	9.764	0	0	0	0	3	2.419	0	3	0	0	10.502	0	4	4	7.959	5	0	2	4	9	0	0	11.081	2	0	0	5	20.322	3.667	6.204	3.538	0	3.203	6.228	0	0	2.581	0	4	7
AUS1060	30.064	0	0	35.881	8.296	0	1	0	10.193	0	0	22.883	9.429	29.4	0	4.72	0	16.188	19.646	9.936	0	16	4.023	1.384	15	47	10.494	16.258	0	0	0	0	0	0	0	0	0	0	37	7.849	12.999	11.849	6.151	18	0	0	0	10	3.236	6.106	16.266	0	0	3	11.614	0	0	18.637	15.665	0	18.881	7.678	7.312	0	10.142	0	0	16.115
AUS1061	0	0	1	0	0	7	4	0	0	0	0	0	0	1	0	1	6.438	0	0	0	0	0	0	0	0	0	1	0	0	0	7	27.568	0	0	0	10	0	0	0	0	0	2	0	0	0	3	2.81	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
AUS1062	0	0	3.035	0	0	0	0	18.189	0	7.902	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	27.406	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6.931	0	0	0	0	0	0	0	0	0	0	0	0
AUS1063	176.97	0	0	87.474	248.691	0	0	0	3.191	1	20.599	150.615	106.733	69.535	50.958	23.18	0	60.01	104.522	13	18.96	126.871	56.402	27.989	144.21	503.822	180.54	0	7.807	0	0	0	0	0	0	0	0	0	40.968	165.313	0	287.707	70.232	123.143	0	0	0	100.522	16.298	180.812	473.531	0	0	55.098	0	0	2.819	17.528	4.122	0	52.486	49.195	139.037	0	126.564	34.813	73.133	142.536
AUS1064	0	0	0	0	0	4.733	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.636	1	3.364	3.517	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1065	151.259	0	0	75.934	53.391	0	0	5.585	79.864	0	0	199.596	62.72	164.808	17.418	35.661	0	243.745	174.668	83.605	0	233.329	21.142	151.335	98.495	390.445	153.194	349	0	0	0	0	2.46	0	0	0	0	0	165.945	107.959	85.112	124.771	65.556	125.724	0	0	0	136.641	86.816	69.55	332.814	0	0	4.401	43	0	0	135.659	29.625	0	139.128	148.346	224.961	0	35.765	54.547	117.348	94.623
AUS1066	0	9	3	0	0	34.279	16.975	1.36	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	10.417	11	1.675	0	5.688	0	12.594	0	0	0	0	0	0	1	0	0	10.946	63.61	1	0	0	0	9.701	27.477	0	0	7.535	0	0	0	6	0	0	0	0	0	0	0	0
AUS1067	234.961	0	0	159.802	126.68	0	0	0	57.18	0	26.173	268.293	173.116	106.487	75.905	101.62	0	279.753	162.795	43.434	144.413	172.077	67.253	66.509	170.254	563.498	236.796	78	0	0	0	0	0	0	0	0	0	0	130.032	127.552	122.176	266.503	113.256	177.199	0	0	0	141.933	51.274	205.427	349.764	0	0	35.981	123.407	0	6.949	102.429	14.401	0	275.916	105.238	182.368	0	141.841	44.149	144.006	217.952
AUS1069	33.373	0	0	189.58	106.688	0	0	0	217.117	0	1.422	110.505	117.308	106.94	46.696	8.57	0	74.417	93.65	173.097	14.83	235.625	1.757	309.864	43	157	152.374	83.049	0	0	0	0	0	0	0	0	0	0	142.416	616.575	76.557	98.306	19.273	21.865	0	0	0	335.68	88.831	107.027	2555.43	0	0	4.922	0	0	0	35.142	793.942	0	395.332	33.665	65.518	0	14.146	75.63	64.531	247.449
AUS1070	717.781	0	0	309.508	157.637	0	0	0	130.615	0	6.208	636.88	436.252	468.705	109.972	37.98	0	1258.26	320.217	142.976	865.401	13.264	47.122	256.922	233	806	77.322	555	0	0	0	0	0	0	0	0	0	0	496.826	219.146	162.69	3.67	106.165	194.626	0	0	0	315.416	308.904	102.391	123.88	0	0	16.207	174	0	0	440.954	61.092	0	553.124	268.37	390.764	0	244.936	0	412.438	480.601
AUS1071	1.008	0	0	1	0	6.756	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	1.404	1.219	0	0	0	0	1.245	4.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1073	1.701	32.26	0	6.611	19.699	0	3	0	0	0	1	9.034	8.73	9.547	5	1.314	0	3.576	4.251	0	0	10.227	0.998	0	10.487	34	15.464	0	0	3	0	20.909	4	3.163	4	0	0	0	0	16.456	0	26	4	10.61	1	2	2.242	8.362	1.895	7.68	64.097	0	5.274	4.085	7	4.32	8.855	1.363	0	0	2.321	8.159	0	0	12.688	4.457	5.965	11.983
AUS1074	0	0	0	0	0	0	0	14.02	0	1.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.404	0.756	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1075	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	5.232	11.026	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1.919	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
AUS1076	0	0	0	0	1.507	4.576	2	8.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.077	0	1	3	0	7.599	18.596	0	0	0	0	0	1.007	1.012	0	0	0	0	1.2	0	6.851	2.088	0	0	1.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1077	56.788	0	0	47.547	89.227	0	0	0	25.528	6.497	9.349	94.764	50.7	14.564	16.912	16.99	0	33.01	45.378	0	4.179	71.382	26.417	1.307	58.27	220.911	103.119	0	0	0	0	0	0	0	0	0	0	0	33.972	67.685	19.752	74.503	38.093	58.258	0	0	0	25.175	7.178	146.5	214.629	0	0	7.567	38.763	0	14.64	6.809	0	0	77.552	12.242	23.171	0	66	13.817	32.357	76.527
AUS1078	14.971	0	0	15.597	24.889	1	0	0	0	5	0	20.438	7.103	5.57	3.338	2.33	0	5.424	0	3	0	17.313	10.318	5.524	9.338	38.566	23.469	0	0	3	0	0	0	1.058	0	3	0	0	1.331	10.488	0	39.235	2.239	11.935	0	1	1.305	18.354	1.231	9.253	37.956	0	0	3.067	10.937	0	4.262	4.952	0	0	16.827	6.17	0	0	12.854	1.185	2.927	12
AUS1079	0	0	0	13.979	21.87	0	0	1.804	4.664	2	2.141	5.119	1.345	8.385	0	7.389	0	1.198	10.352	17.769	1.704	20.898	0.185	17.352	0	0	7.162	2.086	0	0	0	0	1.077	0	0	1	0	0	16.968	55.62	5.361	2.1	3.245	0	0	0	0	32.889	1.435	5.396	280.058	0	0	0	21.483	0	0	0	45.199	0	28.215	1.478	4.966	0	0	10.935	5.744	7.081
AUS1080	32.324	0	0	12.703	29.847	0	0	0	9.175	0	3.934	10.555	21.56	11.259	9	9.103	0	2.255	12.223	0	1.674	22.66	11.168	3.207	29.188	84.574	38	0	0	0	0	0	0	0	0	0	0	0	7.486	20.24	11.594	57	11	23.37	0	0	0	13.54	0	44.038	88.051	0	0	4.182	10.758	0	0	0	0	0	36.46	12.848	12.059	0	26.664	6.484	11.905	32.735
AUS1081	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93	7	0	2.942	7.678	0	0	0	0	0	0	0	0	13.807	3.233	3.629	0	0	0	0	1.012	2.944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1082	79.668	0	0	50.465	15.273	0	0	0	32.945	0	17.771	115.002	68.463	39.406	26.867	27.24	0	22.612	53.108	12	76.631	85.621	45.41	4.38	80.667	236.184	123.183	0	0	0	0	0	0	0	0	5	0	0	14.655	81.085	37.078	90.997	55.653	76.243	0	0	0	14.122	7.273	156.245	134.203	0	0	0	50.944	1	0	0	0	0	50.641	14.747	22.565	0	55.674	21.04	62.78	70.38
AUS1083	46.119	0	0	20.21	15.578	0	0	0	16.95	0	5.164	38.051	32.357	0	2.852	20.87	0	6.242	15.26	0	2.459	39.127	16.001	8	35.5	151.256	73.542	0	0	0	0	0	0	0	0	0	0	0	10.033	43.977	24.905	92	20	44.821	0	0	0	17.784	4.901	56.078	74.581	0	0	0	20.35	0	12.927	8.214	0	0	49.24	22.55	12.825	0	26	8.548	40.555	47.41
AUS1084	1.411	0	0	0	0	0	2	0	0	0	0.238	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.5	0	0	0	12.652	0	1	0	0	0	0	0	0	0	1	0	1	0	0	11.082	0	0	0	0	0	0	0	0	0	1.111	0	0	0	3	0	2	0
AUS1085	0	0	0	0	0	0	0	0	12	0	0	0	1.419	2	0	0	0	0	0	0	9.815	1.188	0	1.14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.345	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41	0	4.615	0	0	0	0	0	1.029	1
