feature	k149_101865_34	k149_103437_27	k149_106777_66	k149_107332_92	k149_110324_8	k149_110541_22	k149_112649_18	k149_115884_6	k149_116128_96	k149_117874_31	k149_118281_20	k149_122792_191	k149_130261_154	k149_130261_183	k149_130672_15	k149_131241_136	k149_134666_10	k149_137462_21	k149_145357_32	k149_148463_138	k149_148463_24	k149_154020_42	k149_1590_94	k149_163091_142	k149_163091_90	k149_163091_92	k149_16561_10	k149_168025_95	k149_168967_172	k149_17078_68	k149_191853_13	k149_198842_65	k149_211711_7	k149_212974_29	k149_218693_8	k149_25741_10	k149_277096_39	k149_28321_45	k149_29044_31	k149_305790_18	k149_34831_79	k149_43075_294	k149_43898_21	k149_43954_24	k149_44733_4	k149_45431_17	k149_45854_12	k149_49060_101	k149_49060_107	k149_49100_7	k149_49232_21	k149_49857_4	k149_54842_45	k149_59941_16	k149_63122_44	k149_6815_10	k149_69830_8	k149_7326_19	k149_74925_127	k149_78077_21	k149_78367_20	k149_78367_238	k149_78367_35	k149_85850_31	k149_85897_43	k149_91219_23	k149_99651_133	k149_99651_276
AUS3049	3.22	8.764	2	15.737	0	2	1	0	20.128	0	0	101.506	42.614	41.629	0	32.953	0	7.258	46.507	54.531	0	105.677	0	120.36	0	0	0	0	0	1	0	17.034	0	2.394	2	14	0	0	85.617	54.934	40.791	207.144	17.783	0	0	0	7.955	339.753	1.696	74.315	0	25.808	4.181	20.674	0	1.281	0	0	671.077	0	99.162	0	14.73	0	120.748	0	113.958	73.006
AUS3059	0	31.461	0	0	0	1.778	18.873	2.645	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6.531	15.52	7.515	5	12.845	0	14.897	0	0	0	0	0	0	0	0	1	6.51	14.012	0	0	0	0	0	24.482	0	0	11.146	0	0	0	14	0	0	0	0	0	0	0	0
AUS3060	0	9.586	1	0	0	2.67	2	0	0	2	0	1.163	1.399	0	0	0	0	4.106	3	0	0	1	0.767	0	1	5	2.629	2	0	0	0	11.559	2	11.656	10.987	0	0	0	0	0	0	1	1	0.006	4	2	5.376	0	0	0	0	7.456	2.522	0	0	0	0	0	0	0	0	0	0	0	0	0	2.587	0
AUS3062	0	13.427	6	107.754	55.559	9	2	2.867	106.213	1	0	37.072	65.825	22.693	39.195	0	0	7.045	51.759	109.799	1.103	112.227	1.792	205.375	0	0	75.82	0	0	0	0	0	3	0	0	0	0	0	61.406	364.326	28.9	52.123	15.643	0	0	3	3.109	200.884	55.732	53.39	1676.87	5	3.463	0	0	0	0	1.313	501.763	0	173.073	0	11.1	0	0	51.273	66.478	109.077
AUS3063	0	0	0	1	0	2.466	5	16.779	0	2.145	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5	0	5.013	21.644	0.446	4.735	5	36.757	34	0	0	0	2.367	0	0	6	7.332	15	0	0	1.403	0.741	11.405	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
AUS3064	0	2.524	1	0	0	1.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.328	4.421	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS3065	0	0	0	0	0	32.06	22	0	0	9.725	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	5.313	6.19	0	0	21.886	0	6	9	8	0	0	0	0	0	0	4	13.397	43.214	0	0	0	0	2.184	26.116	0	0	1.486	0	0	0	7	0	0	0	10	0	0	0	0
AUS3066	0	4.56	0	0	0	0	0	0	0	0	0	1.246	0	0	0	1.072	0	1	0	0	0	0	0	0	2	1	3.074	0	0	0	0	5.328	6.803	0	0	1	0	1	2.733	1.015	0	1.068	0	1	0	0	3.429	1.03	0	1.303	0	1.137	0	0	0	2.009	0	0	0	0	0	0	0	1	0	0	0	0
AUS3082	0	51.912	4.448	0	0	3.057	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.318	0	35.489	0	0	1	5	0	0	0	0	0	0	0	0	0	3.123	5.072	0	0	0	0	0	0	0	0	5.119	0	0	0	0	0	0	0	0	0	0	0	0
AUS3089	0	0	1.041	1.394	0	1	0	0	0	10	0	1.17	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1.125	0	0	3.394	1.384	0	0	0	2.097	1	0	0	0	0	0	0	0	1	0	1	1.729
AUS3095	36.114	49.892	5.127	17.914	38.263	23	7.681	2.846	18.584	3.43	0	89.635	26.07	65.119	22	7.965	1	84.785	67.694	17.953	62.872	61.779	11.244	38.662	0	0	55.022	87.435	2.176	2	2	0	0	5.716	3	25	0	0	72.188	48.081	56.729	22.97	39	0	0	9.829	30.714	49.41	50.275	10.406	15.998	0	4.222	0	96.07	0	0	34.04	5.454	2	34.684	53.59	43.711	0	9.168	0	31.075	56.53
AUS3097	0	0	0	0	0	11.793	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1.468	6	2	16.762	6	6.845	4.496	4	10	1	0	1	0	1	0	1.995	1	3.467	18.409	0	0	0	0	0	8.84	0	0	0	0	2	0	2	3.947	0	0	5	4	1	0	0
AUS3128	0	9.543	2.879	0	0	0	3.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.934	0	0	0	0	1.812	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	3.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS4004	0	0	0	0	0	7.273	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.044	0	4.196	0	9	0	0	0	0	0	2	0	1	0	4.35	2.543	0	0	0	0	0	1.94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AUS4005	0	0	0	0	0	2.61	3.274	0	0	2	0	0	0	0	0	1.275	0	2.813	0	0	0	2	0	1	1	2	0	3	1	3	0	0	3.364	0	1	6	0	0	1	0	0	0	0	0	0	1.333	4	0	0	1.377	0	1.45	3.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS4007	2.121	0	0	0	1.302	0	0	0	0	3.88	0	0	0	1	0	0	0	1.274	0	0	1.005	1.633	0	1	0	5	2	1	0	0	0	1.132	2.317	0	0	0	0	0	1	2.973	1	1.081	2	0	0	0	0	0	0	0	0	0	0	0	1.877	0	0	0	0	0	0	0	0	0	1	0	0	0
AUS4010	1.161	10.006	3	2	0	0	0	1	0	1.091	0	1	0	0	1.468	0	7	0	2	0	0	0	0	0	0	3	2	0	0	0	15	0	0	3.849	3.538	4.566	0	0	0	0	0	0	0	0	0	1.413	3.276	3	0	1	0.892	0	10.136	0	2	0	0	1	0	4	1.065	0	0	0	0	0	0	1.49
AUS4013	0	0	0	0	1	14.064	7.062	0	0	1.169	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	1.767	0	1.544	0	5.549	0	5	0	0	0	0	0	0	0	1	0	11	13	2	0	0	2.006	0	6.31	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AUS4017	0	11.187	2.913	0	0	0	2	4.651	0	12.38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9.99	5.232	0	1	3	0	0	0	0	0	0	0	0	5.386	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS4018	0	10.835	1.514	0	0	3.367	4.416	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	3.451	14	5.405	15.716	4.97	0	8.587	31	18	0	0	0	0	0	0	5.029	1.268	10.034	0	0	0	0	2.397	0	0	0	1.354	0	0	0	10	0	0	0	15	0	0	0	0
AUS4020	0	9.876	2	0	0	2.614	1	10.315	0	9.6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33.02	13.498	0	0	2	0	0	0	0	0	0	0	0	2	2	1.713	0	0	0	0	9.84	4.856	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
AUS4021	0	16.803	2.201	0	0	3.412	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3.208	7	25.548	1	0	2.362	11.149	0	0	0	0	0	0	0	0	0	0	7.767	0	0	0	0	1.007	0	0	0	17.636	0	0	0	1	0	0	0	0	0	0	0	0
AUS4025	0	39.676	0	0	1.011	65.804	103	0.146	0	2.605	0	1	0	0.991	0	0	41.161	0	2.994	0	0	1	3.952	0	0	6	2	0	4.302	65.95	60.039	9.303	0	88.555	7	22	0	0	0	0	2	4	1	2	0	41.216	200.609	0	0	2.777	5.971	5.587	120.628	1	0	6.544	0	0	0	38	0	0	0	0	2	0	1.503	0
AUS4027	0	5.161	2.984	0	0	5.492	3	0.5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	1.014	13	2	0	0	0	24.559	1	1	0	0	0	0	0	0	0	3	6.283	0	0	0	0	10.813	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0
AUS4028	0	0	4.988	0	0	33.968	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12.267	0	26.26	9.534	31.765	0	0	0	0	0	0	0	0	0	17.278	32.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS4029	0	7	0	0	0	9.256	5.536	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	2	1	0	0	5	0	0	2	8.957	0	10	0	0	0	0	0	2.147	0	0	3.083	6	23.323	0	0	0	0	0	9.483	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS4030	2	50.949	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.155	1.734	0	5.117	0	3.321	4	5.747	0	0	0	0	0	0	0	0	7	3	3.086	0	0	0	0	16.781	2.895	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS4035	0	0	1	0	0	9.483	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.333	0	0	0	13.844	0	87.902	1	1	0	0	0	0	0	0	0	1.76	16.699	0	0	0	0	0	12.415	0	0	2.235	0	0	0	0	0	0	0	3	0	0	0	0
AUS4037	0	11.062	0	27.438	22.001	0	1	0	5.202	2	10.625	6.161	14.344	4.885	1.705	5.936	14.34	1.125	14.541	13	1.182	33.67	3.474	41.807	0	0	2.816	0	0	0	17	0	4.641	9.646	0	5	0	0	16.748	57.38	54.595	9.651	2	0	6	0	1	60.11	11.575	10.856	399.142	9.455	0	0	0	26.645	0	0	116.308	6	37.725	0	39.963	0	19.439	15.193	6.179	25.95
AUS4040	0	3.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5.408	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1.287	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AUS4041	5.057	0	0	3.106	3.395	6.54	3	0	0	1	0	2.407	2.416	0	1	0	0	4.371	2.935	0	0	4	1.107	2	2.47	9	5	0	0	1.681	4	17.852	1	2.552	2	5.326	0	0	1.348	0	4.273	9	6	3.978	0	1	3.606	3.354	0	4.773	0	0	0	0	1.57	1.434	2.319	2.064	0	1	7.983	0	0	0	2	1.674	3.558	2.257
HK1001	0	0	0	0	0	5.474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.249	0	0	1.292	0	0.768	14	0	0	0	0	0	0	0	0	0	11	0	1.164	0	0	0	0	3	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK1002	7.861	1	3.507	5.758	11.457	1.159	4.405	0	33	0	0	12.003	16.307	12.034	1.097	12.377	0	3.416	10.605	24.643	0	16.667	3.307	31.705	2	6	10.952	0	0	4.341	0	0	0	0	1	0	0	0	34.679	89.723	13.752	21.893	1	1	0	0	3.661	64.888	11.119	15.64	185.225	0	5.202	1.85	1.494	6.354	2.139	0	107.114	0	36.17	2.374	3.682	0	14.011	5.924	13.643	8.891
HK1007	9.23	0	0	12.24	16.969	0	0	0	10.224	0	4.578	12.487	12.247	9.503	1.19	1.222	0	15.699	9.303	13	1.296	9.073	2.383	7.26	12	25.402	17.086	17.557	0	0	0	0	0	0	0	0	0	0	11.573	28.765	8.468	11.958	9.003	6.712	0	0	0	17.833	3.585	9.508	107.024	0	0	2.066	0	0	0	10.965	19.441	0	14.157	0	2.511	0	7.711	3.122	11.124	17.389
HK1009	0	7.488	0	0	0	42.527	27.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.686	0	0	0	21.726	1	16	0	0	0	0	0	0	0	0	6	52.311	78.501	0	0	0	0	3.353	34.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK1010	0	0	0	0	1.413	12.366	11	0	5.891	0	0	0	0	1.048	0	1	0	1	1	0	0	3.994	0.787	1.35	0	1	1.418	0	0	2.173	0	0	0	4.214	0	25	0	0	1	30.57	3.436	10	1	1	0	2	6.743	4.437	0	1.191	2.4	0	7.522	0	0	1.013	0	0	9	0	5.35	0	7.029	0	0	0	0	0
HK1011	1.396	0	0	0	4.502	0	0	0	0	2	0	1.621	1.035	1	0	2	0	1.108	0	0	0	1.529	0	1	1	4	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2.4	1	2	0	0	0	1.458	1.138	1	6.807	0	0	0	0	0	0	1	0	0	2.336	0	0	0	3	0	0	2.92
HK1012	12.283	0	0	5.078	3.776	0	0	0	14.482	0	0	11.431	0	2.191	2	4.921	0	3.906	9.506	8	0	10.75	0.159	7	10.428	40.505	14.422	0	0	0	0	0	0	0	0	0	0	0	8.609	18.709	0	31	4	9.843	0	0	0	9.425	0	30.05	62.118	0	0	0	5	0	3.048	2.281	16.411	0	9.76	0	2.72	0	7.029	2.088	8.291	9.6
HK1013	1.183	0	0	0	0	0	0	0	0	0	1	3.378	1	1.126	0	1	0	3.497	6.313	0	0	3.419	0.831	0	3.326	14	10	0	0	0	0	0	0	0	0	0	0	0	1.418	0	0	9	4	3	0	0	0	0	0	5.398	7.615	0	0	0	5	0	0	0	0	0	2.793	0	3.044	0	2	3.174	0	2.755
HK1014	83.766	0	0	54.646	71.319	27.927	20.4	0	71.127	0	8.767	115.26	46.771	91.288	19.535	21.134	0	110.817	45.999	37.863	15.793	44.453	32.037	8.921	90.239	290.433	110.359	91.471	0	24	0	0	0	24.497	0	3	0	0	77.379	54.542	32.862	110.183	12.513	67.156	0	17.694	51.005	99.713	7.129	59.933	178.458	0	4.416	16.835	204.007	2.179	7.341	2.236	18.859	0	95.365	28.18	5.329	0	51.398	12.086	56.732	121.834
HK1015	16.196	0	0	12.557	10.433	3.769	4.459	0	10.635	2	2.891	40.203	5.947	10.627	2.596	7	0	19.879	20.692	5	10.923	26.748	7.02	2.48	15	53.3	30.459	11.331	0	8.662	0	0	1	7.103	1	1	0	0	15.467	19.485	6	31.915	10	12.634	0	3.152	6.818	5.703	10.888	35.511	47.488	0	11.166	3.254	17.487	6.837	8.169	4.243	1.82	0	9.917	12.602	9.273	0	18.269	2.204	20.374	34.665
HK1016	0	0	0	0	0	5.463	8	1.067	1	2	0	0	0	0	0	0	0	0	0	0.543	0	0	0	0	0	0	0	0	0	9.741	0	4.054	0	8.978	2.318	0	27.784	26	0	1	0	1	0	0	0	7	11.513	0	0	0	0	3.171	10.98	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
HK1017	8.471	0	0	1.412	2.902	0	0	0	8.432	0	0	10.992	0	6.434	1	0	0	1.456	3.736	10.042	0	5.07	1.022	9.064	0	2	4.263	1	5	0	0	0	0	0	0	5	0	0	9.082	23.707	4.424	6.823	3	0	0	0	0	18.169	3.397	3.294	81.88	0	0	0	3	1.085	0	10.448	11.804	0	11.358	0	0	0	9.028	1.545	8.311	2.32
HK1018	4.973	0	0	9	6.564	0	0	0	8.017	0	0	26.513	6.002	18	2	2.184	0	18.993	9.75	3	9.355	13	0	7.38	0	1	8.778	27	0	0	0	0	0	0	0	0	0	0	16.636	12.171	11.893	3.744	3	1	0	0	0	4.342	4.132	2.658	0	0	0	0	23.484	0	1	10.114	1.096	0	9.741	19.669	13.454	0	3.82	0	5.278	7.179
HK1019	0	0	0	3	0	0	0	0	0	0	0	2.256	3.275	0	0	1	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1.166	1.034	1	2	1	0	0	0	0	1.073	2	0	0	0	0	0	0	0	0	1.344	1	0	1.255	0	0	0	2.606	0	0	0
HK1020	1	70.522	0	0	1.728	7.046	5.811	0	0	0	0	1.432	0	0	0	0	0	2	1	2	0	2	0	0	1	3	0	0	0	8	0	0	0	4.698	0	0	0	0	0	0	0	0	0	0	3	4.345	19.939	2	0	1.361	0	0	8.957	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2.906
HK1025	24.301	0	0	6.536	6.066	0	0	0	9.001	0	4.775	23.458	3.415	3.123	4.801	9.988	0	4.417	8.633	0	2.11	15.903	5.991	0	14.107	79.737	31.927	0	0	0	0	0	0	0	0	0	0	0	13.413	18.321	0	32	7.585	24.517	0	0	0	3.436	1.313	52	43.071	0	0	1.029	16.053	0	0	0	2.757	0	13.39	0	1.17	0	12.255	6.93	16.103	10.124
HK1026	265	0	0	117.074	58.328	0	0	0	8.788	0	1.457	220.632	151.969	139.15	37.939	1.046	0	454	117	40	381	102	20.043	85	88	286.945	37.662	138	0	0	0	0	0	0	0	0	0	0	164	86.375	46.143	39.138	54.348	70.215	0	0	0	126	106.722	33.897	0	0	0	6.449	62	0	13.522	146	5.413	0	214.916	99.717	148.785	0	93	0	141.563	191
HK1027	7.29	35.67	0	0	2.073	0	0	0	0	0	0	3.386	1	3	0	2	0	7.244	4	0	5.091	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1.089	1	7.21	1.13	3	1.38	0	0	1	0	0	0	1	0	9.357	0	0	0	1	0	0	2	3	0	6.021	4.732	2.259	0	4	0	0	5
HK1028	1	0	0	1.274	0	1.256	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1.069	0	0	0	0	0	1	0	0	1.223	0	0	0	0	0	8	0	0	1	1.313	0	1	0	0	0	0	1.46	0	0	0	3.227	0	0	0	0	0	0	0	1	0	2.324	2	0	0	2	0	0	1.413
HK1029	3.564	0	0	2.62	0	0	0	0	2.149	0	0	6.751	1.17	4.087	1	3	0	5.533	5.535	0	3.118	2.318	0.4	0	0	1	2.367	2	0	0	0	0	0	0	0	19	0	0	5.283	5.663	1.997	3.558	0	1.946	0	0	0	7	1	1.573	5.211	0	0	0	1	0	0	0	10.691	0	2.964	2.4	4	0	0	0	0	7.999
HK1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK1037	5.203	22.398	0	12.427	10.858	0	1	0	15.128	0	2.105	9.377	12.284	10.839	6.599	1.585	0	2.354	7.826	9	0	15.57	0	14.878	4.137	16	8.945	5.175	0	0	0	48.534	0	0	2	0	0	0	7.055	38.352	3.232	5.44	2.145	2	0	1	1.44	21.059	9.657	11.946	144.147	0	1.152	0	2.231	0	0	4.059	51.259	0	12.593	0	3.758	0	0	5.048	5.746	15.192
HK1039	0	0	0	0	0	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.292	0	0	0	4.864	0	0	0	0	0	0	0	0	0	0	0	2	8.417	0	0	0	0	0	0.465	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HK1048	0	0	0	0	0	0	0	0	4.021	0	0.732	0	0	1.048	0	0	0	0	1.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1.608	0	0	0	1	1.043	1	0	1.376	0	0	0	0	0	0	0	0	1.267
HK1058	3	0	0	1	0	24.815	6	0	1.497	0	0	1.052	0	1	0	0	0	0	1	0	1	2.087	0	0	0	1	0	0	0	8.671	0	4.803	0	7.354	0	19	0	0	0	4.51	0	2.123	0	0	0	6.154	9.026	4.824	0	1.334	0	0	32.189	0	0	0	0	1.332	4.157	0	0	0	0	0	2	0	2	0
HK1060	0	0	1.815	0	0	13.853	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11.792	0	0	0	3.91	1.165	3	0	0	0	0	0	0	0	0	0	18.801	9.411	0	0	0	0	12.915	14.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK1065	7	0	0	10.783	5.213	0	0	0	1.269	0	1	13.655	2.135	3.816	5	4	0	8.18	1.459	0	5.895	3.877	0	1	5.191	24	13	3	0	0	0	0	0	0	0	0	0	0	5	3.326	6	13.19	1	5	0	0	0	6.671	2.535	5.734	17.362	0	0	2.78	4.933	0	0	3	0	0	18.927	2.272	4.088	0	5	1	5	2.083
HK1068	3.11	0	0	2	0	4	5	0	1.109	0	0	3.414	1	0	0	0	0	0	1	1	0	0	0	1	1	2	0	1	0	1	0	0	0	7.302	1	1	0	0	0	5.15	1	3.09	0	0	0	3	2.192	3.076	0	0	3.475	1	3.895	0	3.364	0	0	0	7	0	1.181	0	0	0	1	1	0	0
HK1078	63.414	0	1.557	71.693	26.478	1.3	1	0	78.019	0	8.961	85.799	136.847	118.99	19	12.398	0	153.723	106	27	158.82	93.825	10.414	34.911	81.57	222	47.33	0	0	1	0	0	3	0	0	2	0	0	27.039	30.161	63.978	14.792	36.39	75.129	0	3	1.053	59.938	23.75	5.58	105.153	0	0	6.488	1	1.304	0	37.338	1.445	0	119.815	84.384	46.134	0	24.979	27.978	59.457	99.046
HK1086	12.365	0	0	6.556	11.836	0	0	0	7.008	0	0	19.019	1.464	13	0	1.36	0	11.225	14.743	5	12.129	8	0	10	0	0	13.811	15	0	0	0	0	4.343	0	0	0	0	0	17	5.363	0	0	11	0	0	0	0	7	2.976	2.891	2.426	0	0	0	0	0	0	7.685	3	0	3.262	17	14.437	0	6.918	0	4.32	14.215
HK1088	161.979	0	0	55.408	23.845	0	0	0	1.234	0	0	100.906	96	85.793	22.981	26	0	213.2	54	24	187	40	8.674	52	52	166	18.538	121	0	0	0	0	0	0	0	0	0	0	112.932	37.731	23.903	14.516	28.372	32.891	0	0	0	55	69.327	25.751	0	0	0	8.978	36	0	0	84	3.848	0	123	54.624	80	0	53	0	72	101
HK1095	0	0	0	0	0	0	0	0	1.36	0	0.435	1.014	0	2	0	0	0	0	0	3	0	0	1.131	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.204	0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	9.974	0	2	0	0	0	0	2	2.267	0
HK1101	126.521	0	0	129.216	335.261	0	0	0	14.661	0	18.158	262.798	161.528	110.751	46.623	38.47	0	74.833	165.527	26.671	2.307	151.165	46.298	46.157	188.329	562.726	229.141	0	0	0	0	0	0	0	0	0	0	0	47.977	149.747	3.294	399.326	105.784	169.231	0	0	0	195.511	35.626	142.287	601.314	0	0	66.6	35.763	0	5.71	22.209	33.722	0	157.5	67.701	1.553	0	193.411	41.652	65.927	185.614
HK1104	7.877	0	0	11.736	3.025	0	0	0	8.275	0	0	4.708	6.165	11.308	1	5.735	0	2.37	7.947	13.348	0	9.763	0	16.667	0	0	8.721	0	0	0	0	0	0	0	0	0	0	0	8.691	43.622	2.23	19.573	2.1	0	0	0	0	44.078	4.686	10.14	105.437	0	0	0	0	0	1	2.342	63.271	0	24.71	0	1.067	0	5.054	6.516	13.517	7.783
HK1105	0	0	1	0	0	18.168	10.459	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5.381	0	4.325	0	0	1.936	1	0	0	0	0	0	16.728	32.632	0	0	1.278	0	0	7.607	0	1.725	0	0	0	3.197	0	1	0	0	0	0	0	0	0
HK2001	5.066	0	0	0	4.477	0	0	0	0	0	0	18	7	3.137	3	0	0	10.048	6	4	4.041	4	1	3.252	0	0	4.894	14.403	0	0	0	0	0	0	0	0	0	0	8.85	5.673	10	3.664	6	0	2	0	0	1.258	10	0	12.53	0	0	0	3.848	1.014	0	4.576	0	0	11.671	9	3.96	0	0	0	3.04	9.521
HK2010	0	26.272	0	0	1	7.382	5	0	0	0	0	0	0	1.024	0	0	0	0	0	0	0	0	0	1	0	2	1.691	0	0	5	0	0	0	12.28	0	2	0	0	0	0	0	1.005	1	0	1	0	18.159	1	0	1	0	5.743	3.685	0	0	4.942	0	0	0	0	0	0	0	0	1	0	0	0
HK2011	4.888	0	0	3.847	9.779	3.864	1	0	0	0	0.055	1.434	0	4.402	0	2	0	1.024	5	0	1.104	9.44	0	0	5	16	4	0	0	0	0	16.363	0	1.896	2	1	0	0	2.925	8.578	6	9.558	5	9	3	0	7.96	1.901	0	8.682	23.335	2	0	0	2	6.89	0	0	0	0	8.455	0	1	0	9	2	6.334	4.069
HK2012	3.185	20.451	1.243	1.4	1.926	10.546	7.788	2.631	1.176	1	0	7.486	1	2.954	1	0	17.85	0	1.152	0	0	0	0	0	1	1	1	1	13.437	7	44.755	22.665	1	10.17	0	0	2.218	0	2.75	2.55	1	1.634	2	1	1	4	15.343	3.495	0	3.4	4.057	9.936	5.917	1	0	2.88	0	1.809	0	24	1	0	0	0	0	0	2.045	2
HK2014	0	0	0	0	0	8.996	1.63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	3.542	0	0	0	0	0	0	0	0	0	0	0	7.733	6.038	0	0	0	0	0	9.811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK2016	6.173	60.147	0	16.01	2.529	11.88	6.738	0	7.039	2	2.176	26.911	5.473	17	0	3.285	0	42.745	13	7	0	8	0.616	0	0	0	0	21.248	4.998	14	0	0	1	6.269	1	1	0	0	14.861	6.254	6	15	15	0	1	12	13.838	5.739	6.994	5.163	3.849	0	22.43	0	0	2.699	0	4.363	8.528	0	6.211	17	7.514	0	6	0	7.798	10
